timestamp,container_url,response_time,status_code
1745849664.0329132,http://localhost:8082/watermark,0.049307823181152344,200
1745849664.6651762,http://localhost:8081/watermark,0.1695246696472168,200
1745849665.8041582,http://localhost:8082/watermark,0.022458791732788086,200
1745849666.5369284,http://localhost:8081/watermark,0.02360987663269043,200
1745849667.427756,http://localhost:8082/watermark,0.021343231201171875,200
1745849668.0883176,http://localhost:8081/watermark,0.025740385055541992,200
1745849668.9555917,http://localhost:8082/watermark,0.020426511764526367,200
1745849669.6244426,http://localhost:8081/watermark,0.020123720169067383,200
1745849670.5049055,http://localhost:8082/watermark,0.022348642349243164,200
1745849671.1687121,http://localhost:8081/watermark,0.020237207412719727,200
1745849672.0559888,http://localhost:8082/watermark,0.022053241729736328,200
1745849672.8152328,http://localhost:8081/watermark,0.04328203201293945,200
1745849674.3559167,http://localhost:8082/watermark,0.019434213638305664,200
1745849675.1276042,http://localhost:8083/watermark,0.04935884475708008,200
1745849676.0862021,http://localhost:8081/watermark,0.019115924835205078,200
1745849676.7760203,http://localhost:8082/watermark,0.019171953201293945,200
1745849677.7069504,http://localhost:8083/watermark,0.0249788761138916,200
1745849678.467714,http://localhost:8081/watermark,0.028224706649780273,200
1745849681.427723,http://localhost:8081/watermark,0.03775620460510254,200
1745849682.3443744,http://localhost:8082/watermark,0.05189800262451172,200
1745849683.0403295,http://localhost:8083/watermark,0.028111934661865234,200
1745849683.9228778,http://localhost:8084/watermark,0.04272794723510742,200
1745849684.6811197,http://localhost:8081/watermark,0.021341323852539062,200
1745849685.6006942,http://localhost:8082/watermark,0.021047592163085938,200
1745849687.4286642,http://localhost:8082/watermark,0.020656824111938477,200
1745849688.3842068,http://localhost:8083/watermark,0.02695465087890625,200
1745849689.1145942,http://localhost:8084/watermark,0.020859479904174805,200
1745849690.0671685,http://localhost:8085/watermark,0.19068312644958496,200
1745849690.965929,http://localhost:8081/watermark,0.025063514709472656,200
1745849691.8785243,http://localhost:8082/watermark,0.02538299560546875,200
1745849692.7755775,http://localhost:8083/watermark,0.030598878860473633,200
1745849694.731982,http://localhost:8084/watermark,0.02050495147705078,200
1745849695.850261,http://localhost:8085/watermark,0.03223991394042969,200
1745849696.988196,http://localhost:8086/watermark,0.05647778511047363,200
1745849697.8383746,http://localhost:8081/watermark,0.030676603317260742,200
1745849698.861806,http://localhost:8082/watermark,0.043120384216308594,200
1745849699.6412394,http://localhost:8083/watermark,0.03751373291015625,200
1745849701.4425316,http://localhost:8085/watermark,0.02599787712097168,200
1745849702.55299,http://localhost:8086/watermark,0.0274813175201416,200
1745849703.4418063,http://localhost:8087/watermark,0.0895986557006836,200
1745849704.5153582,http://localhost:8081/watermark,0.02515387535095215,200
1745849705.412822,http://localhost:8082/watermark,0.03715658187866211,200
1745849706.1763139,http://localhost:8083/watermark,0.02489471435546875,200
1745849708.354828,http://localhost:8086/watermark,0.02028632164001465,200
1745849709.5246253,http://localhost:8087/watermark,0.029854536056518555,200
1745849710.41313,http://localhost:8088/watermark,0.1075131893157959,200
1745849711.294245,http://localhost:8081/watermark,0.03699851036071777,200
1745849712.5647125,http://localhost:8082/watermark,0.0396571159362793,200
1745849713.4090385,http://localhost:8083/watermark,0.03296065330505371,200
1745849714.7038994,http://localhost:8084/watermark,0.031156301498413086,200
1745849715.4255795,http://localhost:8085/watermark,0.0303802490234375,200
1745849716.432316,http://localhost:8086/watermark,0.025484085083007812,200
1745849717.1007094,http://localhost:8087/watermark,0.0329890251159668,200
1745849718.0959356,http://localhost:8088/watermark,0.044858455657958984,200
1745849718.8795595,http://localhost:8081/watermark,0.0367429256439209,200
1745849721.4997313,http://localhost:8084/watermark,0.046209096908569336,200
1745849722.413075,http://localhost:8085/watermark,0.022077560424804688,200
1745849723.394722,http://localhost:8086/watermark,0.03134012222290039,200
1745849724.0969431,http://localhost:8087/watermark,0.03161263465881348,200
1745849725.0119836,http://localhost:8088/watermark,0.04066038131713867,200
1745849725.9996462,http://localhost:8089/watermark,0.10473132133483887,200
1745849727.141393,http://localhost:8081/watermark,0.02465081214904785,200
1745849727.8606617,http://localhost:8082/watermark,0.029870271682739258,200
1745849728.7273464,http://localhost:8083/watermark,0.023579835891723633,200
1745849729.3767033,http://localhost:8084/watermark,0.024585962295532227,200
1745849730.2404118,http://localhost:8085/watermark,0.02252054214477539,200
1745849732.5558803,http://localhost:8089/watermark,0.08000636100769043,200
1745849733.9174635,http://localhost:8090/watermark,0.12906146049499512,200
1745849734.9038951,http://localhost:8081/watermark,0.024700164794921875,200
1745849735.887651,http://localhost:8082/watermark,0.029641151428222656,200
1745849736.5369213,http://localhost:8083/watermark,0.027466535568237305,200
1745849737.5056736,http://localhost:8084/watermark,0.025239229202270508,200
1745849738.2109418,http://localhost:8085/watermark,0.033200740814208984,200
1745849739.2458036,http://localhost:8086/watermark,0.026332855224609375,200
1745849739.9617112,http://localhost:8087/watermark,0.032445669174194336,200
1745849741.1196969,http://localhost:8088/watermark,0.026593685150146484,200
1745849741.8599179,http://localhost:8089/watermark,0.04379391670227051,200
1745849742.9245179,http://localhost:8090/watermark,0.05076766014099121,200
1745849743.6877933,http://localhost:8081/watermark,0.03615570068359375,200
1745849744.6385226,http://localhost:8082/watermark,0.024956464767456055,200
1745849745.2922068,http://localhost:8083/watermark,0.02752399444580078,200
1745849746.1800313,http://localhost:8084/watermark,0.024603843688964844,200
1745849746.9114885,http://localhost:8085/watermark,0.030403614044189453,200
1745849748.4342105,http://localhost:8089/watermark,0.029300212860107422,200
1745849749.3148112,http://localhost:8090/watermark,0.0332334041595459,200
1745849750.4493563,http://localhost:8091/watermark,0.0671226978302002,200
1745849751.368316,http://localhost:8081/watermark,0.024543046951293945,200
1745849752.250478,http://localhost:8082/watermark,0.024953842163085938,200
1745849752.981853,http://localhost:8083/watermark,0.023698806762695312,200
1745849755.1813526,http://localhost:8088/watermark,0.04478573799133301,200
1745849756.0411413,http://localhost:8089/watermark,0.030240774154663086,200
1745849756.9430313,http://localhost:8090/watermark,0.04059600830078125,200
1745849757.6094384,http://localhost:8091/watermark,0.030807018280029297,200
